	SAL01	SAL02	SAL03	SAL04	SAL07	MN01	MN02	MN03	MN04	MN05	ABS01	ABS02	ABS03	ABS04	ABS05	ABS06	ABS07
Nipal2|Nipal2	108	28	85	125	136	48	116	38	56	63	203	0	0	20	105	44	257
4930413F20Rik|4930413F20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41291|Gm41291	708	595	1008	746	626	686	487	547	337	754	417	770	690	1181	800	913	442
Mtdh|Mtdh	37601	23764	32528	23594	38351	27788	24161	35804	21627	24969	33515	31571	29784	36490	38904	37043	36652
Stk3|Stk3	3307	2580	3120	2710	4514	3572	3221	4871	2684	4732	4175	4787	2890	3273	4918	5033	3114
Vps13b|Vps13b	1725	872	1306	726	1202	767	1245	1484	878	951	1683	868	1259	1422	1616	1546	1270
Mir599|Mir599	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Mir875|Mir875	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Gm41292|Gm41292	55	9	10	31	22	11	0	39	0	0	0	0	35	5	33	13	161
Cox6c|Cox6c	5320	3319	4348	3390	4727	4059	3166	5381	3123	4638	4898	7852	5538	4621	4283	5530	4936
Spag1|Spag1	151	75	61	106	0	140	44	61	87	58	126	119	61	93	93	98	87
Gm41293|Gm41293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polr2k|Polr2k	1230	725	1117	821	1295	1052	461	1137	806	931	685	1433	1081	1084	788	1024	908
Rgs22|Rgs22	55	19	35	0	0	82	37	0	0	0	112	45	24	60	0	93	0
Rnf19a|Rnf19a	2713	2202	2561	2327	2410	2726	2128	2978	2829	4900	2673	3610	3154	2789	4741	3864	3509
Mir8097|Mir8097	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Ankrd46|Ankrd46	4097	3236	4373	3170	4186	3812	2729	5009	4321	5748	4601	5265	4596	4537	4856	6764	5913
LOC108168240|LOC108168240	16	42	20	60	106	15	34	19	14	20	0	21	56	14	50	0	78
Pabpc1|Pabpc1	53084	31701	45273	33835	62430	39782	30982	57771	32494	49144	49807	55691	43259	50919	51544	59608	55686
Gm41299|Gm41299	0	0	3	0	0	0	0	0	0	0	0	0	0	0	15	0	0
Gm10384|Gm10384	867	721	770	605	730	854	536	657	806	1081	1531	1055	840	882	880	802	1145
Ywhaz|Ywhaz	64357	44702	54295	40958	73222	52700	41169	72072	48738	61566	59570	69900	55909	61288	66248	67996	66021
Gm41298|Gm41298	18	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0
LOC108168238|LOC108168238	0	32	24	0	0	0	0	0	0	0	5	4	16	0	0	0	44
Ncald|Ncald	378	166	337	178	497	681	428	404	467	328	1016	726	472	589	1153	1351	840
Gm15941|Gm15941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
4930447A16Rik|4930447A16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41305|Gm41305	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
Gm41304|Gm41304	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
Gm15942|Gm15942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrm2b|Rrm2b	3279	3147	3260	2574	3371	3149	3153	5264	3118	3570	5080	5440	3973	4313	3405	4389	4593
LOC108168233|LOC108168233	447	311	501	237	471	299	192	396	328	363	234	487	313	339	230	376	312
Zfp706|Zfp706	57653	41941	53663	39968	65396	52212	38245	66489	44067	60786	52268	67645	53281	58247	65728	67015	65138
Ubr5|Ubr5	1958	1097	1246	913	1408	1473	1424	2645	1315	1437	1838	1881	901	1365	2233	1722	1920
G930009F23Rik|G930009F23Rik	0	0	0	0	0	0	0	0	0	0	16	10	0	0	0	0	0
Gm41308|Gm41308	54	35	33	17	16	26	136	214	21	78	46	37	43	10	45	74	27
Klf10|Klf10	10142	5224	7240	4855	7851	8531	5356	6733	6401	9128	5896	7863	6624	6191	8524	6178	8985
Gm35248|Gm35248	453	355	492	379	544	402	340	447	325	396	423	402	409	308	253	338	431
2310043O21Rik|2310043O21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
Gm41309|Gm41309	37	0	7	19	9	51	0	0	29	0	4	0	32	52	23	178	34
Mir6951|Mir6951	2	2	0	1	0	0	0	6	0	4	0	0	0	1	0	0	7
Azin1|Azin1	10962	6874	9560	6949	13088	8814	8039	11761	7734	12809	12014	15454	10075	11136	12029	13346	12556
Baalc|Baalc	208	63	117	151	200	101	75	32	123	340	210	262	211	284	753	502	458
Cthrc1|Cthrc1	116	39	136	211	429	185	71	93	536	512	175	160	95	93	232	223	454
Gm26704|Gm26704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fzd6|Fzd6	487	199	567	197	198	330	53	227	357	30	247	546	137	255	424	348	606
Gm41310|Gm41310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7194|Gm7194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1c1|Atp6v1c1	22246	15813	20539	15281	27371	21196	17206	31520	17646	30978	22270	26701	20789	21055	25837	26833	26203
Slc25a32|Slc25a32	1767	1259	1886	1177	1944	1503	995	2141	1739	2500	1852	2761	1778	1680	1713	1777	2443
Dcaf13|Dcaf13	2842	2172	2629	1997	3091	3007	2308	3633	2947	3318	2981	3590	2480	2847	3692	3166	3112
Lrp12|Lrp12	1808	1264	1368	966	2213	976	1292	1330	1293	1971	1429	2074	1867	1133	1709	2183	2142
AU022793|AU022793	367	403	531	288	564	226	242	313	213	146	445	426	306	374	851	695	532
Rims2|Rims2	38	22	33	217	54	193	79	0	297	0	195	61	101	175	51	128	175
Oxr1|Oxr1	8745	7103	7664	5562	9434	7522	5231	9249	7825	7999	8056	10272	7697	9122	8089	7732	8191
Eif3e|Eif3e	10430	7487	9305	6488	11630	9498	7177	12151	8241	11552	8104	15647	9357	11064	11361	10929	11320
Tmem74|Tmem74	0	0	0	0	0	0	0	0	0	0	64	0	18	0	83	0	37
Gm10373|Gm10373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41316|Gm41316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emc2|Emc2	4113	3093	4022	2839	4517	4070	2994	5069	3373	5024	3414	4825	3543	3847	3709	5055	4275
Nudcd1|Nudcd1	1388	720	908	878	1090	1180	651	2009	847	1468	1184	1290	1172	943	721	1486	1137
Eny2|Eny2	2037	1287	1529	1013	2338	1582	1050	1489	1132	1846	1481	3290	1727	1836	1867	2365	2189
Ebag9|Ebag9	2059	1407	1470	911	1026	1864	1414	1358	1400	1967	1270	1663	1737	2019	2030	1976	1660
Gm33852|Gm33852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sybu|Sybu	90	31	55	148	80	60	62	241	483	89	354	196	122	20	61	216	191
Gm33908|Gm33908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310069G16Rik|2310069G16Rik	0	10	0	0	0	41	0	26	32	109	79	31	0	18	0	0	49
Trps1|Trps1	251	349	307	214	419	415	193	239	317	125	1327	350	243	41	146	677	493
Mir1907|Mir1907	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0
Csmd3|Csmd3	3421	2312	2847	2236	3405	2468	3118	4824	2990	3665	3435	4146	4024	3646	3036	2996	3412
Gm34336|Gm34336	0	0	9	10	0	0	0	0	0	0	55	14	0	0	0	0	0
Gm34678|Gm34678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
Utp23|Utp23	2018	1930	2179	1845	2244	2428	1705	3534	1914	2584	2285	2459	1933	1899	1969	3050	2314
Eif3h|Eif3h	13056	8985	12197	8280	16461	11785	7325	14292	8956	15880	10261	17255	11661	11991	11054	15086	14602
Rad21|Rad21	3938	2734	3209	2665	4358	3779	2856	5530	2873	4261	4133	3242	3152	3688	4258	4779	4090
Gm41323|Gm41323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34794|Gm34794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med30|Med30	2531	1480	2151	1595	2170	1737	1760	2123	1474	2525	1871	2859	1966	2209	2026	3009	2334
Nov|Nov	17	0	0	0	0	28	0	33	84	4	63	127	7	46	0	0	9
Ext1|Ext1	213	142	286	222	104	176	227	46	117	178	227	409	161	396	70	172	121
Samd12|Samd12	77	34	36	20	138	8	55	17	21	111	197	41	159	12	14	98	205
Mir28c|Mir28c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf2|Taf2	2004	1332	1598	965	2304	1374	997	1460	966	1768	1294	1155	1296	2256	2022	2431	1422
Enpp2|Enpp2	4963	4047	3633	3863	7978	22541	16573	15075	19061	8841	18575	16084	12711	7838	20841	23662	27029
Gm26684|Gm26684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtbp|Mtbp	476	330	669	298	740	176	416	413	221	324	103	487	371	714	494	465	341
Deptor|Deptor	2359	1810	1967	1421	2023	2082	1566	2833	1839	3158	2354	2101	2128	1345	2862	2354	3101
Gm9920|Gm9920	77	36	81	27	51	23	11	103	68	167	62	145	101	63	123	115	118
Mrpl13|Mrpl13	1423	751	1220	1167	1309	1545	870	1395	903	1335	1196	2164	1504	1459	1266	1400	1488
Sntb1|Sntb1	74	34	25	0	95	0	21	0	44	0	25	34	105	44	0	108	143
Col14a1|Col14a1	38	0	54	29	0	0	0	7	90	134	167	110	148	0	270	90	210
Gm35470|Gm35470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108168235|LOC108168235	0	4	0	4	0	12	6	0	0	0	5	15	0	0	0	0	11
Zhx2|Zhx2	484	346	573	538	714	471	491	683	263	673	558	549	500	660	656	654	773
LOC108168236|LOC108168236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d31|Tbc1d31	2081	1264	1720	1242	2357	1701	1840	2791	1726	2223	2196	1828	1826	1432	1964	1872	1363
Derl1|Derl1	19603	15220	19558	15291	18031	17290	13403	23234	12747	28648	17979	26500	17452	21298	21089	25691	21974
Atad2|Atad2	841	977	681	668	417	1116	936	1189	1412	1645	785	819	630	378	426	825	446
Wdyhv1|Wdyhv1	982	590	755	685	980	826	708	1557	721	866	929	1635	917	877	1290	764	715
9130401M01Rik|9130401M01Rik	671	633	660	541	1208	565	424	1303	480	909	736	617	936	667	567	699	818
Zhx1|Zhx1	7250	5762	7837	5115	11258	7821	5909	10995	6541	9369	8243	9677	6269	7814	10870	9279	9760
Fbxo32|Fbxo32	1158	946	1445	953	1312	891	736	1430	1042	1579	1352	1188	1118	1089	1355	1854	1434
Klhl38|Klhl38	1088	480	621	582	713	639	997	1239	648	901	702	1184	1065	962	597	923	1151
Tmem65|Tmem65	839	554	788	382	612	554	410	1065	760	229	750	871	736	960	726	592	756
Fam91a1|Fam91a1	7153	4430	5907	4393	6035	5481	4087	8269	4899	8065	6567	7185	4866	6204	7229	6641	7816
Trmt12|Trmt12	2182	1887	2051	1533	2762	2332	1829	2699	2200	3222	2502	2847	1821	2438	2111	2950	2648
Tatdn1|Tatdn1	542	345	441	390	284	480	372	898	422	376	329	747	708	640	705	629	580
Gm36559|Gm36559	2	0	0	0	0	0	0	0	0	0	0	0	0	24	0	53	0
Rnf139|Rnf139	1623	1149	2146	1337	1666	1923	1567	1712	1168	2754	1135	3028	2126	1673	2214	2546	2233
Ndufb9|Ndufb9	3940	3275	3966	2965	4597	3716	2858	5165	2990	4416	3309	5470	4162	3773	4293	5615	4579
Mtss1|Mtss1	1635	993	1362	1360	1547	961	1015	1315	917	1176	1657	1560	1431	1645	1364	1833	1795
Gm41330|Gm41330	3	6	3	0	0	26	0	0	0	16	0	0	6	5	0	13	0
Gm36677|Gm36677	0	0	34	16	0	35	0	0	0	17	69	32	0	44	5	4	0
Gm19510|Gm19510	57	25	9	10	46	62	0	48	0	0	145	96	0	73	0	50	0
Nsmce2|Nsmce2	2057	1628	1776	1581	2786	1779	2018	2768	1594	2791	1697	2990	2238	2712	2991	2484	2102
Sqle|Sqle	223	283	419	410	797	1161	709	652	607	391	768	789	431	486	1361	1561	885
E430025E21Rik|E430025E21Rik	3427	2113	2615	1959	4088	2681	2175	2837	2957	4200	2360	4466	2836	2903	3812	3240	4114
Gm41331|Gm41331	0	0	0	0	0	0	0	0	0	0	15	3	0	0	0	8	0
Trib1|Trib1	5665	2794	3807	3620	3137	3258	3216	4874	2664	5354	2468	3832	3153	4953	3017	5377	3902
Gm38563|Gm38563	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
Fam84b|Fam84b	1292	584	798	700	689	1011	574	928	431	652	1112	988	836	978	934	983	1174
9930014A18Rik|9930014A18Rik	51	30	75	10	0	24	30	120	0	142	191	37	0	62	39	90	109
Gsdmcl-ps|Gsdmcl-ps	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Gsdmc4|Gsdmc4	0	0	0	3	0	29	0	0	0	0	44	8	5	0	0	0	11
Pvt1|Pvt1	233	326	288	395	735	547	410	364	83	481	213	363	405	342	317	520	438
H2afy3|H2afy3	0	4	3	15	0	0	0	0	0	0	0	0	3	0	0	0	27
Myc|Myc	19757	12773	15989	9239	20368	14160	11778	19439	12794	21534	14106	14525	8451	10784	15701	11696	11622
Adcy8|Adcy8	178	46	92	57	0	0	0	0	32	12	83	103	98	172	203	138	169
Gm30752|Gm30752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asap1|Asap1	4209	2993	3968	3165	3607	4479	3776	5114	2475	4945	4409	3880	4674	3836	4776	4222	4899
Gm20717|Gm20717	25	21	64	27	0	12	36	24	30	26	13	0	27	8	13	33	4
Gm30929|Gm30929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam49b|Fam49b	37286	27836	34813	23582	37824	32222	20575	28828	10381	28117	29334	15847	28030	41316	41421	43293	32091
Kcnq3|Kcnq3	15	39	7	10	23	225	10	81	0	0	22	11	57	21	15	65	31
Gm27242|Gm27242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31006|Gm31006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc6|Lrrc6	46	40	9	12	0	0	29	0	0	0	80	0	0	0	0	44	56
Tmem71|Tmem71	1980	1894	2025	1883	1750	1255	2125	2803	1918	2406	2578	3088	2602	2603	4392	2749	2885
Gm41338|Gm41338	22	31	65	51	25	41	0	150	0	126	81	112	15	41	0	33	137
Efr3a|Efr3a	11794	8590	11056	7955	12555	9343	7834	12376	9033	13619	12457	14580	12176	11450	11739	11394	12202
Phf20l1|Phf20l1	4046	2925	3805	3167	4676	4294	3733	4766	3481	3234	4798	3937	3018	4353	3722	4501	6204
LOC108168239|LOC108168239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wisp1|Wisp1	0	0	0	0	0	0	9	0	0	0	37	17	0	38	0	0	0
St3gal1|St3gal1	75	42	148	43	0	102	73	205	46	335	126	243	108	120	37	120	470
Gm31400|Gm31400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir30b|Mir30b	0	3	0	0	3	0	0	2	0	0	4	2	0	0	0	4	2
Ndrg1|Ndrg1	1472	1056	1509	1403	2908	4061	2272	2757	4640	1677	3165	4415	2463	1642	2983	5250	4783
Zfat|Zfat	195	215	330	191	330	103	307	457	257	227	264	167	311	164	332	251	0
Sla|Sla	21441	14904	19026	15036	21824	20009	14015	28356	14884	24872	18202	26468	20505	21922	19612	22673	20389
Tg|Tg	25	10	68	18	92	33	27	2	37	39	60	139	47	64	0	153	59
Khdrbs3|Khdrbs3	877	560	762	448	1269	938	703	832	403	695	788	947	990	684	992	732	823
Gm31550|Gm31550	2	0	1	0	0	0	17	2	0	0	43	5	0	0	0	1	7
Trappc9|Trappc9	1774	1285	1830	2312	1720	2313	812	1760	867	1836	1387	1809	1474	2380	2497	2431	3406
Gm41343|Gm41343	0	9	9	0	0	0	0	9	0	0	0	27	0	0	27	3	0
Gm31665|Gm31665	0	0	0	0	0	0	0	0	0	0	0	17	0	17	0	0	37
Peg13|Peg13	2959	1987	2720	2433	2942	2846	1709	1962	1631	2085	2972	4449	3410	3787	4732	3840	3922
Chrac1|Chrac1	4347	3513	4178	3318	3906	3756	2849	5836	2944	4728	3459	5408	3641	4427	4215	5148	4669
Gm31725|Gm31725	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	30	0
Ago2|Ago2	517	324	359	286	139	188	110	629	199	492	248	416	412	369	242	357	278
Gpr20|Gpr20	30	48	97	35	120	157	34	94	131	77	49	103	159	0	286	0	53
Dennd3|Dennd3	183	48	80	165	31	0	0	94	89	0	283	48	74	127	359	136	321
Slc45a4|Slc45a4	450	310	546	564	627	293	309	855	589	972	425	689	512	837	532	659	656
Ptk2|Ptk2	447	325	378	449	646	461	487	609	512	652	911	446	575	412	448	858	1281
Mir151|Mir151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41344|Gm41344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0
Them6|Them6	51	41	45	38	62	61	47	52	59	12	22	51	43	73	30	76	77
Adgrb1|Adgrb1	5	0	51	13	0	0	0	0	0	0	31	12	19	69	21	29	0
Mroh5|Mroh5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102634429|LOC102634429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3244|Gm3244	33	24	35	26	32	30	17	28	16	12	12	40	19	20	24	24	23
Ly6d|Ly6d	0	0	0	0	0	0	17	0	0	29	47	0	0	47	0	32	0
Ly6k|Ly6k	122	151	194	80	38	135	32	317	203	123	26	120	398	16	0	21	289
Lynx1|Lynx1	12	17	28	74	108	11	0	94	80	0	77	43	0	191	43	255	99
Gm32994|Gm32994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933427E11Rik|4933427E11Rik	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	3	0
Jrk|Jrk	593	118	209	217	105	133	188	361	170	171	289	184	232	423	522	694	82
Ptp4a3|Ptp4a3	9867	6751	9411	5611	7301	6063	4728	8485	5180	7656	6865	9576	8056	9844	7429	9923	9278
2010109I03Rik|2010109I03Rik	65	76	62	20	0	6	12	58	63	24	61	113	29	18	0	79	16
Gm39556|Gm39556	512	646	596	575	628	569	240	732	395	357	440	479	322	306	385	667	557
Ly6c2|Ly6c2	256	138	123	301	112	9	116	359	51	128	547	322	86	240	61	337	254
I830127L07Rik|I830127L07Rik	195	48	27	57	51	0	0	84	0	0	111	111	21	74	0	44	90
Ly6h|Ly6h	65	50	57	24	46	186	57	36	51	38	98	49	27	38	0	153	38
Zfp41|Zfp41	428	194	268	344	375	214	450	312	394	30	169	535	643	578	479	611	588
LOC108168243|LOC108168243	0	0	12	0	0	0	0	2	0	0	4	0	0	3	4	6	0
Gm38506|Gm38506	20	3	39	13	17	0	0	0	0	0	0	0	14	0	0	23	44
2810039B14Rik|2810039B14Rik	212	125	236	133	149	288	41	147	210	322	240	399	392	240	387	367	329
Rhpn1|Rhpn1	49	23	39	26	0	25	0	81	0	0	50	81	0	50	0	54	12
Top1mt|Top1mt	455	535	568	527	471	409	356	341	360	741	530	584	152	596	211	667	658
Zc3h3|Zc3h3	462	321	450	355	237	297	399	283	104	529	228	420	472	395	494	385	487
Mroh6|Mroh6	66	108	46	44	0	26	0	16	60	0	28	102	0	111	0	76	20
Naprt|Naprt	893	966	824	693	1502	644	529	1017	849	867	564	1493	836	1040	803	866	1542
Gsdmd|Gsdmd	5283	3924	4375	3303	5233	4239	4037	6625	3004	6250	5265	6792	4109	5223	4495	5891	6039
Pycrl|Pycrl	1536	1367	1353	1075	782	1674	1246	1770	1188	1640	1227	1713	1347	1537	1515	1830	1660
Tsta3|Tsta3	1722	1185	1661	1129	1727	1208	1172	2425	1566	2239	1640	2182	1548	1900	2475	2900	2218
Zfp623|Zfp623	1429	1077	1460	965	425	1117	734	1710	769	1102	1749	1666	1405	1274	612	1581	1351
Eef1d|Eef1d	8048	5678	7446	5068	8387	6942	5629	10208	4994	7970	5169	10747	6628	7563	6965	9244	9742
Zfp707|Zfp707	582	603	693	468	395	636	525	357	580	576	578	936	694	754	1213	860	730
Ccdc166|Ccdc166	510	713	541	764	508	482	360	503	537	885	695	1076	903	877	903	1244	779
Fam83h|Fam83h	43	15	47	33	130	0	0	31	0	0	77	59	0	0	0	0	0
LOC108168259|LOC108168259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K230010J24Rik|K230010J24Rik	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
Scrib|Scrib	145	200	89	83	39	186	35	223	54	140	64	113	80	114	0	202	56
Mir6952|Mir6952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrbp2|Nrbp2	0	0	0	44	0	107	0	206	175	0	155	55	57	91	0	59	66
Gm41349|Gm41349	0	0	0	0	0	0	0	0	0	0	38	0	0	13	0	0	0
LOC108168258|LOC108168258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC024139|BC024139	0	29	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0
Eppk1|Eppk1	0	4	0	0	0	5	0	0	0	0	17	0	0	0	0	10	0
Parp10|Parp10	474	282	449	585	364	308	457	367	82	462	397	405	359	411	691	520	412
Plec|Plec	444	170	311	238	404	217	152	38	442	395	587	240	269	206	203	352	410
Mir1942|Mir1942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Puf60|Puf60	12884	10336	12475	9556	13573	11766	8494	17256	9680	15619	12717	16450	12233	12384	15673	14888	15974
Spatc1|Spatc1	0	5	6	0	0	0	34	0	0	0	0	0	0	0	0	0	0
Mir3079|Mir3079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mirt2|Mirt2	31	12	42	49	77	21	31	232	0	48	34	64	28	42	0	55	25
Mir6953|Mir6953	2	0	3	1	7	4	6	5	4	0	0	6	0	0	4	2	4
Grina|Grina	9932	7657	10358	7717	8492	8981	7542	12667	6936	13120	7766	12732	9613	11492	10164	13463	11871
Ly6e|Ly6e	104424	75171	91894	77894	109521	102460	68022	126457	86532	126713	96605	115768	89227	89947	111064	110800	101847
Gm28068|Gm28068	28	7	17	13	0	0	0	63	0	4	0	93	11	82	20	34	12
Ly6a|Ly6a	2450	1154	2432	1857	3423	2925	944	2273	2583	2860	4443	4298	2047	895	2819	2838	3772
Ly6c1|Ly6c1	3106	1449	3836	2311	4641	4827	1051	3465	4562	4874	4241	5999	2405	1259	3668	3036	5481
Ly6i|Ly6i	150	49	109	60	141	0	48	71	54	0	56	100	0	13	0	81	82
Gm41348|Gm41348	18	0	8	0	0	0	0	0	0	0	25	16	0	0	0	0	0
Smpd5|Smpd5	992	660	945	618	1167	811	487	1103	529	975	660	997	704	771	633	1191	895
Oplah|Oplah	585	347	295	507	333	455	459	517	352	423	407	568	419	618	910	963	318
Exosc4|Exosc4	3691	2997	3740	2518	3174	2824	2084	3731	2442	3077	2865	3883	2800	3436	3445	3738	3960
Gpaa1|Gpaa1	4583	2934	4518	3208	3647	3880	2531	3938	2897	4585	3016	4355	4072	3643	4899	4314	5054
Cyc1|Cyc1	8117	5343	7143	5540	7047	6066	4398	8871	5767	8223	5773	8628	5926	6435	6775	9807	8219
Hgh1|Hgh1	1035	898	770	815	1248	647	327	1101	563	1208	668	1287	947	1207	1105	1026	1190
Sharpin|Sharpin	3494	2336	3419	2667	3518	3126	2357	4991	2637	3365	4002	4426	3074	2757	2996	4163	3816
Maf1|Maf1	17412	10705	14735	10457	15210	13001	10546	18967	11132	16314	11734	18295	14409	15761	15017	16322	16877
Scrt1|Scrt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108168260|LOC108168260	0	17	64	36	1	0	59	11	50	0	171	43	0	12	0	44	76
Dgat1|Dgat1	1576	909	1393	1424	1973	1246	803	1640	637	1471	1089	1094	531	1252	1023	1683	1322
Fbxl6|Fbxl6	1814	855	1354	1036	564	1291	726	1503	1162	1525	1060	2047	1069	1507	1236	2140	1830
Slc52a2|Slc52a2	1645	963	1503	1089	1628	1463	635	1279	475	947	1085	1704	1245	1032	1008	1808	1901
Mroh1|Mroh1	515	329	274	429	383	311	155	272	153	500	307	363	408	470	235	303	355
Mir6954|Mir6954	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scx|Scx	0	0	0	0	0	11	0	14	14	0	0	0	0	0	0	0	0
Hsf1|Hsf1	3721	2507	3565	2575	3013	2968	3325	4562	3885	4198	2825	3243	2473	3614	3420	3209	4117
Bop1|Bop1	1141	799	953	1039	1948	1004	749	1653	342	1442	1052	1364	891	929	1058	1190	1186
Adck5|Adck5	574	233	349	314	773	411	537	401	297	970	167	773	327	312	724	313	442
Cpsf1|Cpsf1	1761	1230	1523	1280	1704	1273	985	1559	898	1441	1729	1843	1726	1686	1220	1939	2288
Slc39a4|Slc39a4	1108	484	635	524	669	747	373	753	604	918	647	824	753	497	616	880	519
Gpt|Gpt	217	125	75	78	261	408	192	152	164	155	172	369	254	262	0	351	436
Tonsl|Tonsl	89	67	78	135	46	14	43	22	0	47	7	69	73	129	339	62	252
Vps28|Vps28	14291	10293	12588	9901	15146	11093	8521	14592	9767	15046	12043	17398	11839	13075	14804	16359	17163
Cyhr1|Cyhr1	1696	1069	1329	986	1524	1449	1460	1237	1358	1635	1301	2588	1583	1509	1121	1835	1972
Kifc2|Kifc2	11	104	27	25	0	46	35	7	4	70	150	164	0	114	0	149	84
Foxh1|Foxh1	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
Ppp1r16a|Ppp1r16a	330	431	658	395	257	307	342	411	146	376	342	289	223	623	438	337	619
Zfp251|Zfp251	335	150	239	110	211	496	322	175	139	395	0	293	186	465	380	308	418
Zfp7|Zfp7	279	81	71	47	112	82	104	0	170	28	131	0	64	58	61	153	54
Commd5|Commd5	1181	969	1172	601	1409	774	832	1445	980	1531	915	1344	1138	1207	1040	1119	1505
Recql4|Recql4	5	14	43	4	0	0	0	14	42	0	0	50	4	0	0	3	2
Lrrc14|Lrrc14	2103	1586	2527	1657	1793	1918	909	2359	901	2411	1688	2216	1908	1653	2047	2286	3193
Lrrc24|Lrrc24	59	44	40	0	0	46	0	110	0	0	0	42	0	8	0	54	4
Arhgap39|Arhgap39	2350	1217	2098	1423	2142	2011	2037	1806	975	1477	1426	1123	1547	1897	2035	2370	2064
Mfsd3|Mfsd3	1077	955	1458	1024	1576	1124	766	1026	1059	1235	1115	1511	1415	1343	1422	1773	1480
C030006K11Rik|C030006K11Rik	968	710	1254	837	492	735	332	784	537	257	571	1276	821	1418	1354	1340	1231
Gm41350|Gm41350	7	28	24	14	0	0	14	0	0	0	40	29	41	14	56	13	8
Zfp647|Zfp647	196	89	195	151	237	89	72	189	246	431	362	149	48	244	231	457	267
LOC108168261|LOC108168261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110038F14Rik|1110038F14Rik	2002	1285	1923	1345	1504	1325	1212	2082	985	2104	1234	1450	1368	1568	1324	2112	1993
Mb|Mb	0	0	20	0	0	0	14	0	7	0	22	0	0	0	0	10	0
Apol6|Apol6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apol10b|Apol10b	119	32	93	29	86	0	122	0	67	153	46	52	146	0	111	94	114
Apol11b|Apol11b	0	4	33	9	0	0	0	85	0	93	127	0	0	14	0	16	0
Apol9b|Apol9b	54	8	62	11	0	54	39	0	32	0	30	33	0	0	11	0	19
